"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality" 
"225507","vwuds_tfr-0701-0344-TW-DL","Transfer","FROM RICHMOND (CITY)","73580","CHESTERFIELD CO. SERVICE AREA","municipal","1996","0","0.00","37.479166666667","-77.515277777778","51041",""
"225649","vwuds_tfr-0784-0790-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","72004","VPI & SU SERVICE AREA","municipal","2003","0","0.00","37.227777777778","-80.422222222222","51121",""
"225689","vwuds_tfr-0813-0123-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74346","STANARDSVILLE SERVICE AREA","municipal","2001","0","0.00","38.297222222222","-78.440277777778","51079",""
"225455","vwuds_tfr-0654-1047-TW-DL","Transfer","FROM DANVILLE","72011","MT HERMON ET AL","municipal","2015","0","0.00","36.642082460083","-79.400131548775","51143",""
"401434","sales_to_staunton","Transfer","Sales to Staunton","72068","SOUTH RIVER SERVICE AREA","municipal","2013","3.448","0.01","","","51015",""
"225421","vwuds_tfr-0622-0801-TW-DL","Transfer","FROM CLIFTON FORGE (CITY)","71833","SELMA-LOWMOOR SERVICE AREA","municipal","2007","84.068","0.23","37.791111111111","-79.877777777778","51005",""
"225497","vwuds_tfr-0683-0674-TW-SD","Transfer","FROM CLEARWELL TO SERV AR","73487","PORTSMOUTH SERVICE AREA","municipal","1985","6435.474","17.63","36.833888888889","-76.297222222222","51740",""
"225587","vwuds_tfr-0736-0741-TW-DL","Transfer","FROM SALEM (CITY)","74122","ROANOKE COUNTY SERVICE AREA","municipal","2019","0","0.00","37.234444444444","-80.005555555556","51161",""
"225013","vwuds_tfr-0276-0283-TW-DL","Transfer","FROM FAIRFAX CO WA-POTOMAC R","73499","VIENNA SERVICE AREA","municipal","1990","27.54","0.08","38.901111111111","-77.264722222222","51059",""
"225327","vwuds_tfr-0538-1204-TW-DL","Transfer","FROM YORK COUNTY-HUBBARDS LANE","73783","QUEENS LAKE SERVICE AREA","municipal","2014","2.39805","0.01","37.298055555556","-76.661111111111","51199",""
"225177","vwuds_tfr-0422-0424-TW-DL","Transfer","FROM NORFOLK (CITY)","71956","VIRGINIA BEACH SERVICE AREA","municipal","1999","0","0.00","36.873428790070","-76.201108805339","51810",""
"225105","vwuds_tfr-0326-1941-TW-DL","Transfer","FROM Dickenson County PSA","72024","CENTENNIAL HEIGHTS","municipal","1992","3.749","0.01","-99.000000000000","-99.000000000000","51051",""
"225479","vwuds_tfr-0672-0428-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66913","Suffolk City of Water Supply System","municipal","2015","0","0.00","36.730555555556","-76.591111111111","51800",""
"224959","vwuds_tfr-0211-1973-TW-DL","Transfer","FROM RIVANNA WSA","72134","CHALOTTESVILLE SERVICE AREA","municipal","1997","0","0.00","-99.000000000000","-99.000000000000","51540",""
"225403","vwuds_tfr-0610-0612-TW-SD","Transfer","FROM JACKSON R WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","1985","767.772","2.10","37.791111111111","-79.995277777778","51580",""
"225067","vwuds_tfr-0285-0286-TW-DL","Transfer","FROM MANASSAS, CITY OF","74431","MANASSAS PARK SERVICE AREA","municipal","2016","203.1","0.56","38.775833333333","-77.459166666667","51685",""
"225057","vwuds_tfr-0283-0278-TW-DL","Transfer","FROM FAIRFAX WATER AUTH  POT","73528","HERNDON SERVICE AREA","municipal","1994","699.146","1.92","39.970000000000","-77.384166666667","51059",""
"224901","vwuds_tfr-0186-0562-TW-DL","Transfer","FROM PENNINGTON GAP, TOWN","73954","ST. CHARLES SERVICE AREA","municipal","1995","52.585","0.14","36.804166666667","-83.056944444444","51105",""
"225509","vwuds_tfr-0701-0360-TW-DL","Transfer","FROM CITY TO URBAN SYS","66898","Hanover Urban Water System","municipal","2013","0","0.00","37.604166666667","-77.372777777778","51085",""
"225445","vwuds_tfr-0648-0649-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72578","AMHERST COUNTY SERVICE AREA - LANUM WTP","municipal","1984","385.746","1.06","37.422222222222","-79.120833333333","51009",""
"225201","vwuds_tfr-0426-0697-TW-DL","Transfer","FROM CHESAPEAKE (CITY)","73953","CARGIL INC.","commercial","1995","0","0.00","36.804166666667","-76.288888888889","51550",""
"225747","vwuds_tfr-1023-1024-TW-SD","Transfer","FROM WTP TO PLANT","73182","GEORGIA-PACIFIC BIG ISLAND WTP","manufacturing","1999","6.172","0.02","37.534722222222","-79.357777777778","51019",""
"225097","vwuds_tfr-0314-0164-TW-DL","Transfer","FROM TAZEWELL CO-CLAYPOOL","74277","CEDAR BLUFF SERVICE AREA","municipal","1985","0","0.00","37.087500000000","-81.762500000000","51185",""
"225331","vwuds_tfr-0543-0157-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74367","APPALACHIA SERVICE AREA","municipal","1999","0","0.00","36.904166666667","-82.783888888889","51195",""
"225233","vwuds_tfr-0466-0003-TW-DL","Transfer","FROM PRINCE WM CO","73170","POSSUM POINT POWER STATION","fossilpower","1996","64.5","0.18","38.536944444444","-77.277500000000","51153",""
"224941","vwuds_tfr-0202-0321-TW-DL","Transfer","FROM WISE (TOWN)","71752","ESSERVILLE SERVICE AREA","municipal","1993","11.78","0.03","36.955000000000","-82.611666666667","51195",""
"225867","vwuds_tfr-1484-0708-TW-SD","Transfer","FROM WTP TO PLANT","71908","COVINGTON PLANT","manufacturing","2011","0","0.00","37.759166666667","-79.998888888889","51580",""
"224865","vwuds_tfr-0162-1856-TW-DL","Transfer","FROM BUCHANAN COUNTY-DIRECT","72171","BACKBONE RIDGE SERVICE AREA","municipal","2009","0","0.00","37.188333333333","-82.325833333333","51051",""
"225681","vwuds_tfr-0807-0180-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73862","JONESVILLE SERVICE AREA","municipal","2007","0","0.00","36.688888888889","-83.109722222222","51105",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","2014","4","0.01","36.872222222222","-76.212500000000","51710",""
"225861","vwuds_tfr-1471-1362-TW-DL","Transfer","FROM VDOC-JAMES R CORRECTIONS","73695","GOOCHLAND CT HSE SERVICE AREA","municipal","2010","51.82","0.14","37.682500000000","-77.885000000000","51075",""
"225725","vwuds_tfr-0913-1127-TW-DL","Transfer","FROM FIELDCREST CANNON","72883","FIELDALE SERVICE AREA","municipal","2008","0","0.00","36.705555555556","-79.941666666667","51089",""
"226067","vwuds_tfr-pmp639-0017-TW-DL","Transfer","To Brunswick County IDA North(MRRJA)","73413","LAWRENCEVILLE SERVICE AREA","municipal","2019","11.185","0.03","36.758333333333","-77.850000000000","51025",""
"225069","vwuds_tfr-0285-0288-TW-DL","Transfer","FROM MANASSAS (CITY)","74448","GMSD SERVICE AREA","municipal","2017","1659.3","4.55","38.784166666667","-77.481111111111","51153",""
"225501","vwuds_tfr-0685-0426-TW-SD","Transfer","FROM WTP TO SA","66884","Northwest River/Western Branch Systems","municipal","2010","0","0.00","36.733333333333","-76.240000000000","51550",""
"226018","vwuds_tfr-mp7765-0227-TW-SD","Transfer","BULK WATER SALES","72396","SHENANDOAH (TOWN) SERVICE AREA","municipal","2018","4.3479","0.01","38.485833333333","-78.621666666667","51139",""
"225463","vwuds_tfr-0660-0661-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72395","MARTINSVILLE SERVICE AREA","municipal","1997","1967.4","5.39","36.692500000000","-79.873055555556","51690",""
"225647","vwuds_tfr-0784-0788-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","74316","CHRISTIANSBURG SERVICE AREA","municipal","2013","0","0.00","37.130277777778","-80.409166666667","51121",""
"225385","vwuds_tfr-0587-0588-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72148","CHATHAM SERVICE AREA","municipal","1988","151.33","0.41","36.824444444444","-79.815000000000","51143",""
"225537","vwuds_tfr-0723-0329-TW-DL","Transfer","FROM WASHINGTON CO SERV AUTH","71672","GLADE SPRING SERVICE AREA","municipal","2016","0","0.00","36.789444444444","-81.771666666667","51191",""
"225259","vwuds_tfr-0473-0472-TW-DL","Transfer","FROM US GOV'T-DALECARLIA","73462","ARLINGTON COUNTY SERVICE AREA","municipal","1995","9039.791","24.77","38.890277777778","-77.084722222222","51013",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","2017","131.04","0.36","36.872222222222","-76.212500000000","51710",""
"224823","vwuds_tfr-0063-0459-TW-DL","Transfer","FROM MAURY SERV AUTH WTP","73606","LEXINGTON SERVICE AREA","municipal","2003","0","0.00","37.782777777778","-79.438333333333","51678",""
"225673","vwuds_tfr-0803-0195-TW-DL","Transfer","FROM MOCCASIN GAP SAN DIST","71753","SCOTT COUNTY SERVICE AREA","municipal","1989","6.882","0.02","36.638888888889","-82.579166666667","51169",""
"224929","vwuds_tfr-0194-1841-TW-DL","Transfer","FROM SALTVILLE (TOWN)","71726","LOWER POORE VALLEY SERVICE AREA","municipal","2018","10.462","0.03","36.891111111111","-81.810555555556","51191",""
"225001","vwuds_tfr-0267-0266-TW-DL","Transfer","FROM WINCHESTER (CITY)","72790","MIDDLETOWN SERVICE AREA","municipal","1984","0","0.00","39.027777777778","-78.278611111111","51069",""
"225137","vwuds_tfr-0350-2089-TW-DL","Transfer","FROM VA AMERICAN WATER CO","73283","PURCHASE FROM VA AMERICAN","municipal","1996","0","0.00","","","51149",""
"225033","vwuds_tfr-0282-0284-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN","73754","ALEXANDRIA SERVICE AREA","municipal","2013","5437.6","14.90","37.802777777778","-77.048055555556","51510",""
"225359","vwuds_tfr-0559-0185-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71778","NORTON SERVICE AREA","municipal","2001","0","0.00","36.933333333333","-82.630555555556","51720",""
"225811","vwuds_tfr-1108-0681-TW-SD","Transfer","FROM WESTERN BR TO 37TH ST WTP","73123","37TH STREET WTP","municipal","2004","0","0.00","36.878333333333","-76.311666666667","51710",""
"225013","vwuds_tfr-0276-0283-TW-DL","Transfer","FROM FAIRFAX CO WA-POTOMAC R","73499","VIENNA SERVICE AREA","municipal","2003","317.56","0.87","38.901111111111","-77.264722222222","51059",""
"225219","vwuds_tfr-0427-2081-TW-DL","Transfer","FROM WILLIAMSBURG","73761","WICKRE ST. MAGRUDER HGTS METER","municipal","2007","0","0.00","-99.000000000000","-99.000000000000","51095",""
"225571","vwuds_tfr-0731-0984-TW-DL","Transfer","FROM ROANOKE, CITY OF","72280","ROANOKE PLANT","manufacturing","2009","0","0.00","37.317500000000","-79.931944444444","51770",""
"225005","vwuds_tfr-0267-0269-TW-DL","Transfer","FROM WINCHESTER (CITY)","72449","FREDERICK COUNTY SANITATION AUTHORITY","municipal","2004","285.477","0.78","39.083333333333","-78.183333333333","51069",""
"225327","vwuds_tfr-0538-1204-TW-DL","Transfer","FROM YORK COUNTY-HUBBARDS LANE","73783","QUEENS LAKE SERVICE AREA","municipal","1991","0","0.00","37.298055555556","-76.661111111111","51199",""
"225483","vwuds_tfr-0674-0675-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","74319","CHESAPEAKE DIRECT CUSTOMERS-From Portsmouth","municipal","1987","0","0.00","36.863055555556","-76.401944444444","51550",""
"224811","vwuds_tfr-0060-0457-TW-DL","Transfer","FROM WAYNESBORO (CITY)","74152","DOOMS SERVICE AREA","municipal","1984","0","0.00","38.083333333333","-78.858333333333","51015",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","1982","0","0.00","36.958333333333","-82.292500000000","51167",""
"225743","vwuds_tfr-1021-1028-TW-SD","Transfer","FROM WTP TO PLANT","74386","NEWBERN PLANT","manufacturing","1982","696.229","1.91","37.087500000000","-80.681944444444","51155",""
"224861","vwuds_tfr-0162-0326-TW-DL","Transfer","FROM BUCHANAN CO PSA-DIRECT","72764","CLINCHCO SERVICE AREA","municipal","1992","63.836","0.17","37.161111111111","-82.358333333333","51051",""
"224887","vwuds_tfr-0177-1779-TW-DL","Transfer","FROM HILLSVILLE (TOWN)","71735","INDUSTRIAL PARK","municipal","1989","7.716","0.02","-99.000000000000","-99.000000000000","51035",""
"224867","vwuds_tfr-0162-2178-TW-DL","Transfer","FROM BUCHANAN CO PSA","73896","FROM BUCHANAN CO PSA (TOTAL)","municipal","2007","819.4","2.24","-99.000000000000","-99.000000000000","51051",""
"225125","vwuds_tfr-0343-0008-TW-DL","Transfer","FROM APPOMATTOX R WATER AUTH","71754","PRINCE GEORGE COUNTY SERV AREA","municipal","2010","249.247","0.68","37.253662682220","-77.384225875139","51149",""
"224995","vwuds_tfr-0248-1975-TW-DL","Transfer","FROM WINTERGREEN PARTNERS","71693","WINTERGREEN MTN SERVICE AREA","municipal","1996","0","0.00","37.913888888889","-78.944444444444","51125",""
"225703","vwuds_tfr-0820-0211-TW-SD","Transfer","FROM S RIVANNA WTP TO SER AREA","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","1985","1773.478","4.86","38.033333333333","-78.475000000000","51540",""
"225121","vwuds_tfr-0339-0344-TW-SD","Transfer","FROM SWIFT CR WTP TO SERV AREA","73580","CHESTERFIELD CO. SERVICE AREA","municipal","2004","0","0.00","37.479166666667","-77.515277777778","51041",""
"225207","vwuds_tfr-0427-0536-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73919","CAMP PEARY","municipal","1996","21.191","0.06","37.338888888889","-76.662500000000","51199",""
"225369","vwuds_tfr-0565-0723-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72683","WASHINGTON COUNTY SERVICE AREA","municipal","2003","0","0.00","36.693333333333","-81.893611111111","51191",""
"225517","vwuds_tfr-0711-0606-TW-DL","Transfer","FROM PULASKI CO PSA","72128","PULASKI (TOWN) SERVICE AREA","municipal","1994","0","0.00","37.089444444444","-80.781666666667","51155",""
"224957","vwuds_tfr-0210-0223-TW-DL","Transfer","FROM ALBEMARLE CO SA","72422","SCOTTSVILLE PLANT","manufacturing","1991","0","0.00","37.794444444444","-78.501388888889","51003",""
"225049","vwuds_tfr-0282-1461-TW-DL","Transfer","FROM FAIRFAX CO WA-OCCOQU","74176","LORTON REFORMATORY","commercial","2002","0","0.00","38.702222222222","-77.229166666667","51059",""
"225595","vwuds_tfr-0739-0736-TW-SD","Transfer","FROM OLD WTP 1 TO SERV AR","73333","SALEM SERVICE AREA","municipal","1993","0","0.00","37.293055555556","-80.061944444445","51775",""
"225395","vwuds_tfr-0603-0707-TW-DL","Transfer","FROM PEARISBURG (TOWN)","72761","FAIRVIEW ACRES SERVICE AREA","municipal","1984","0","0.00","37.313888888889","-80.722222222222","51071",""
"225263","vwuds_tfr-0477-0298-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73347","MADISON (TOWN) SERVICE AREA","municipal","2003","0","0.00","38.381944444444","-78.256388888889","51113",""
"225177","vwuds_tfr-0422-0424-TW-DL","Transfer","FROM NORFOLK (CITY)","71956","VIRGINIA BEACH SERVICE AREA","municipal","2017","11837.5","32.43","36.873428790070","-76.201108805339","51810",""
"225817","vwuds_tfr-1109-0682-TW-SD","Transfer","Delivery To Moores WTP From Lake Prince","71625","MOORES BRIDGE WTP","municipal","2005","0","0.00","36.872222222222","-76.212500000000","51710",""
"224829","vwuds_tfr-0090-0121-TW-DL","Transfer","FROM BERRYVILLE (TOWN)","72917","CCSA SERVICE AREA","municipal","1983","0","0.00","39.091666666667","-78.058333333333","51043",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","1986","0","0.00","36.958333333333","-82.292500000000","51167",""
"224971","vwuds_tfr-0215-0131-TW-DL","Transfer","FROM GLASGOW (TOWN)","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","manufacturing","2010","0.039","0.00","37.640277777778","-79.444444444444","51163",""
"225089","vwuds_tfr-0302-0481-TW-DL","Transfer","FROM FREDERICKSBURG, CITY","72916","NI RIVER SERVICE AREA","municipal","1990","0","0.00","38.201111111111","-77.590000000000","51177",""
"225669","vwuds_tfr-0796-0797-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74464","STUART WTP","municipal","2006","0","0.00","36.640277777778","-80.271944444444","51141",""
"225929","vwuds_tfr-1838-0169-TW-DL","Transfer","FROM WISE CO PSA REGIONAL WTP","71741","COEBURN WTP","municipal","1997","30.697","0.08","37.943888888889","-82.464444444444","51195",""
"225615","vwuds_tfr-0752-1126-TW-DL","Transfer","FROM HENRY CO PSA-SA 9","71607","MARTINSVILLE","manufacturing","1984","0","0.00","36.651944444444","-79.865277777778","51089",""
"225359","vwuds_tfr-0559-0185-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71778","NORTON SERVICE AREA","municipal","2014","1.6","0.00","36.933333333333","-82.630555555556","51720",""
"224911","vwuds_tfr-0188-0315-TW-DL","Transfer","FROM RICHLANDS","71660","RAVEN-DORAN SERVICE AREA","municipal","2007","145.467","0.40","37.091666666667","-81.843055555556","51185",""
"225203","vwuds_tfr-0426-1106-TW-DL","Transfer","FROM CHESAPEAKE (CITY)","73127","CHESAPEAKE ENERGY CENTER","fossilpower","2016","0","0.00","36.770833333333","-76.302777777778","51550",""
"224943","vwuds_tfr-0202-0809-TW-DL","Transfer","FROM WISE (TOWN)","74407","STEPHENS SERVICE AREA","municipal","2006","0","0.00","36.608888888889","-81.602777777778","51195",""
"225537","vwuds_tfr-0723-0329-TW-DL","Transfer","FROM WASHINGTON CO SERV AUTH","71672","GLADE SPRING SERVICE AREA","municipal","1997","45.43","0.12","36.789444444444","-81.771666666667","51191",""
"224781","vwuds_tfr-0010-1984-TW-DL","Transfer","FROM BUCKINGHAM CO","72480","DILLWYN SERVICE AREA","municipal","2003","0","0.00","37.541666666667","-78.458333333333","51029",""
"224901","vwuds_tfr-0186-0562-TW-DL","Transfer","FROM PENNINGTON GAP, TOWN","73954","ST. CHARLES SERVICE AREA","municipal","1998","43.95","0.12","36.804166666667","-83.056944444444","51105",""
"225581","vwuds_tfr-0733-0731-TW-SD","Transfer","FROM FALLING CR WTP TO SA","74111","ROANOKE (CITY) SERVICE AREA","municipal","1991","0","0.00","37.271388888889","-79.945277777778","51770",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","1991","0","0.00","36.872222222222","-76.212500000000","51710",""
"224959","vwuds_tfr-0211-1973-TW-DL","Transfer","FROM RIVANNA WSA","72134","CHALOTTESVILLE SERVICE AREA","municipal","1995","0","0.00","-99.000000000000","-99.000000000000","51540",""
"224855","vwuds_tfr-0161-0723-TW-DL","Transfer","FROM BRISTOL UTILITIES BD","72683","WASHINGTON COUNTY SERVICE AREA","municipal","2004","222.8","0.61","36.693333333333","-81.893611111111","51191",""
"225805","vwuds_tfr-1070-1071-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72309","BOYS HOME SERVICE AREA","commercial","2006","0","0.00","37.807500000000","-80.025555555556","51005",""
"225707","vwuds_tfr-0830-0726-TW-SD","Transfer","FROM WTP TO RIEGEL PLANT","72241","FRIES PLANT","manufacturing","1985","0","0.00","36.715833333333","-80.984722222222","51077",""
"225945","vwuds_tfr-1881-0669-TW-DL","Transfer","FROM NEWPORT NEWS-CHICKAH","73914","BIG BETHEL WTP","municipal","1991","5229.923","14.33","37.093055555556","-76.415277777778","51650",""
"225617","vwuds_tfr-0766-0599-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73457","FOREST CENTRAL SERVICE AREA","municipal","1992","147.5","0.40","37.450000000000","-79.261111111111","51019",""
"225053","vwuds_tfr-0283-0276-TW-DL","Transfer","FROM VIENNA (TOWN)","73527","CORBALIS WATER TREATMENT PLANT","municipal","2007","0.801","0.00","38.918333000000","-77.241944000000","51059",""
